Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Variant Image,Variant All Images,Image Src,Image Position,Image Alt Text,Gift Card,Status,Google Shopping / Google Product Category,Google Shopping / Gender,Cost per item
restored-bandit-crossbody-CO036,Restored Bandit Crossbody,"<p>Discover the iconic Coach Restored Bandit Crossbody women's handbag, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this piece embodies the iconic New York heritage and artisanal spirit that define Coach's legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Handbag from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the Restored Bandit Crossbody represents more than a handbag — it's a statement in considered style. The premium leather craftsmanship and iconic hardware showcase Coach's commitment to artisanal excellence without compromise. Whether elevating everyday looks or special occasions, this handbag delivers the quality and character that those who appreciate considered craftsmanship and iconic New York design demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Handbag,"RudraScrapper-coach, accessories, coach, handbag, women, womens-handbags, womens-shoulderbags",TRUE,Title,Default Title,,,CO036,,shopify,100,deny,manual,32698.0,40872.0,,,,,,https://coach.scene7.com/is/image/Coach/co036_lhn19_a0?$desktopProduct$,1,,,active,,women,26158.03
textured-signature-print-bandana-CFG53,Textured Signature Print Bandana,"<p>Discover the iconic Coach Textured Signature Print Bandana scarf, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this piece embodies the iconic New York heritage and artisanal spirit that define Coach's legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Scarf from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the Textured Signature Print Bandana represents more than a scarf — it's a statement in considered style. The premium leather craftsmanship and iconic hardware showcase Coach's commitment to artisanal excellence without compromise. Whether layering, travel, or adding a finishing touch to any look, this scarf delivers the quality and character that those who understand that a great scarf elevates everything demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Scarf,"RudraScrapper-coach, accessories, coach, men, mens-accessories, mens-jewellery, scarf, unisex, women, womens-accessories, womens-smallaccessories",TRUE,Title,Default Title,,,CFG53,,shopify,100,deny,manual,12566.0,15708.0,,,,,,https://coach.scene7.com/is/image/Coach/cfg53_blk_a0?$desktopProduct$,1,,,active,,unisex,10052.67
restored-tabby-crossbody-CN360,Restored Tabby Crossbody,"<p>Discover the iconic Coach Restored Tabby Crossbody women's handbag, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this piece embodies the iconic New York heritage and artisanal spirit that define Coach's legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Handbag from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the Restored Tabby Crossbody represents more than a handbag — it's a statement in considered style. The premium leather craftsmanship and iconic hardware showcase Coach's commitment to artisanal excellence without compromise. Whether elevating everyday looks or special occasions, this handbag delivers the quality and character that those who appreciate considered craftsmanship and iconic New York design demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Handbag,"RudraScrapper-coach, accessories, coach, handbag, women, womens-handbags, womens-shoulderbags",TRUE,Title,Default Title,,,CN360,,shopify,100,deny,manual,28671.0,35839.0,,,,,,https://coach.scene7.com/is/image/Coach/cn360_b4bk_a0?$desktopProduct$,1,,,active,,women,22936.96
nolan-hobo-bag-CCC88,Nolan Hobo Bag,"<p>Discover the iconic Coach Nolan Hobo Bag women's handbag, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this piece embodies the iconic New York heritage and artisanal spirit that define Coach's legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Handbag from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the Nolan Hobo Bag represents more than a handbag — it's a statement in considered style. The premium leather craftsmanship and iconic hardware showcase Coach's commitment to artisanal excellence without compromise. Whether elevating everyday looks or special occasions, this handbag delivers the quality and character that those who appreciate considered craftsmanship and iconic New York design demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Handbag,"RudraScrapper-coach, accessories, coach, handbag, women, womens-handbags, womens-shoulderbags",TRUE,Title,Default Title,,,CCC88,,shopify,100,deny,manual,42092.0,52615.0,,,,,,https://coach.scene7.com/is/image/Coach/ccc88_blk_a0?$desktopProduct$,1,,,active,,women,33673.85
vintage-tribeca-shopper-CGE63,Vintage Tribeca Shopper,"<p>Discover the iconic Coach Vintage Tribeca Shopper handbag, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this piece embodies the iconic New York heritage and artisanal spirit that define Coach's legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Handbag from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the Vintage Tribeca Shopper represents more than a handbag — it's a statement in considered style. The premium leather craftsmanship and iconic hardware showcase Coach's commitment to artisanal excellence without compromise. Whether elevating everyday looks or special occasions, this handbag delivers the quality and character that those who appreciate considered craftsmanship and iconic New York design demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Handbag,"RudraScrapper-coach, accessories, coach, handbag, men, mens-accessories, unisex, women, womens-handbags, womens-shoulderbags",TRUE,Title,Default Title,,,CGE63,,shopify,100,deny,manual,99803.0,124754.0,,,,,,https://coach.scene7.com/is/image/Coach/cge63_blk_a0?$desktopProduct$,1,,,active,,unisex,79842.52
archival-buckle-clog-in-signature-jacquard-CCH06,Archival Buckle Clog In Signature Jacquard,"<p>Discover the iconic Coach Archival Buckle Clog In Signature Jacquard handbag, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this piece embodies the iconic New York heritage and artisanal spirit that define Coach's legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Handbag from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the Archival Buckle Clog In Signature Jacquard represents more than a handbag — it's a statement in considered style. The premium leather craftsmanship and iconic hardware showcase Coach's commitment to artisanal excellence without compromise. Whether elevating everyday looks or special occasions, this handbag delivers the quality and character that those who appreciate considered craftsmanship and iconic New York design demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Handbag,"RudraScrapper-coach, accessories, coach, handbag, men, mens-accessories, unisex, women, womens-handbags, womens-shoulderbags",TRUE,Title,Default Title,,,CCH06,,shopify,100,deny,manual,23303.0,29129.0,,,,,,https://coach.scene7.com/is/image/Coach/cch06_s8w_a0?$desktopProduct$,1,,,active,,unisex,18642.19
essential-small-zip-around-card-case-CR551,Essential Small Zip Around Card Case,"<p>Discover the iconic Coach Essential Small Zip Around Card Case handbag, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this piece embodies the iconic New York heritage and artisanal spirit that define Coach's legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Handbag from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the Essential Small Zip Around Card Case represents more than a handbag — it's a statement in considered style. The premium leather craftsmanship and iconic hardware showcase Coach's commitment to artisanal excellence without compromise. Whether elevating everyday looks or special occasions, this handbag delivers the quality and character that those who appreciate considered craftsmanship and iconic New York design demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Handbag,"RudraScrapper-coach, accessories, coach, handbag, men, mens-accessories, unisex, women, womens-handbags, womens-shoulderbags",TRUE,Title,Default Title,,,CR551,,shopify,100,deny,manual,12566.0,15708.0,,,,,,https://coach.scene7.com/is/image/Coach/cr551_b4ha_a0?$desktopProduct$,1,,,active,,unisex,10052.67
maggie-tote-bag-in-signature-leather-CY672,Maggie Tote Bag In Signature Leather,"<p>Discover the iconic Coach Maggie Tote Bag In Signature Leather women's handbag, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this piece embodies the iconic New York heritage and artisanal spirit that define Coach's legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Handbag from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the Maggie Tote Bag In Signature Leather represents more than a handbag — it's a statement in considered style. The premium leather craftsmanship and iconic hardware showcase Coach's commitment to artisanal excellence without compromise. Whether elevating everyday looks or special occasions, this handbag delivers the quality and character that those who appreciate considered craftsmanship and iconic New York design demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Handbag,"RudraScrapper-coach, accessories, coach, handbag, women, womens-handbags, womens-shoulderbags",TRUE,Title,Default Title,,,CY672,,shopify,100,deny,manual,39945.0,49931.0,,,,,,https://coach.scene7.com/is/image/Coach/cy672_imblk_a0?$desktopProduct$,1,,,active,,women,31955.95
signature-trim-polo-in-organic-cotton-CBW44,Signature Trim Polo In Organic Cotton,"<p>Discover the iconic Coach Signature Trim Polo In Organic Cotton shirt, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this piece embodies the relaxed New York elegance and considered design that define Coach's ready-to-wear legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Shirt from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the Signature Trim Polo In Organic Cotton represents more than a shirt — it's a statement in considered style. The premium fabric quality and considered tailoring showcase Coach's commitment to artisanal excellence without compromise. Whether elevating everyday looks or special occasions, this shirt delivers the quality and character that those who appreciate considered craftsmanship and iconic New York design demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Shirt,"RudraScrapper-coach, apparel, coach, men, mens-apparel, mens-shirt, shirt, unisex, women, womens-apparel, womens-topsandsportsbra",TRUE,Title,Default Title,,,CBW44,,shopify,100,deny,manual,18471.0,23089.0,,,,,,https://coach.scene7.com/is/image/Coach/cbw44_wht_a0?$desktopProduct$,1,,,active,,unisex,14776.91
crochet-trim-dress-CAT92,Crochet Trim Dress,"<p>Discover the iconic Coach Crochet Trim Dress, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this piece embodies the relaxed New York elegance and considered design that define Coach's ready-to-wear legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Dress from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the Crochet Trim Dress represents more than a dress — it's a statement in considered style. The premium fabric quality and considered tailoring showcase Coach's commitment to artisanal excellence without compromise. Whether evening occasions, weekend dressing, or relaxed elevated styling, this dress delivers the quality and character that those who appreciate considered femininity in every detail demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Dress,"RudraScrapper-coach, apparel, coach, dress, women, womens-apparel, womens-dresses",TRUE,Title,Default Title,,,CAT92,,shopify,100,deny,manual,26658.0,33322.0,,,,,,https://coach.scene7.com/is/image/Coach/cat92_blk_a0?$desktopProduct$,1,,,active,,women,21326.42
money-clip-card-case-CW725,Money Clip Card Case,"<p>Discover the iconic Coach Money Clip Card Case handbag, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this piece embodies the iconic New York heritage and artisanal spirit that define Coach's legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Handbag from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the Money Clip Card Case represents more than a handbag — it's a statement in considered style. The premium leather craftsmanship and iconic hardware showcase Coach's commitment to artisanal excellence without compromise. Whether elevating everyday looks or special occasions, this handbag delivers the quality and character that those who appreciate considered craftsmanship and iconic New York design demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Handbag,"RudraScrapper-coach, accessories, coach, handbag, men, mens-accessories, unisex, women, womens-handbags, womens-shoulderbags",TRUE,Title,Default Title,,,CW725,,shopify,100,deny,manual,15250.0,19062.0,,,,,,https://coach.scene7.com/is/image/Coach/cw725_rwd_a0?$desktopProduct$,1,,,active,,unisex,12200.06
tabby-shoulder-bag-20-CY201,Tabby Shoulder Bag 20,"<p>Discover the iconic Coach Tabby Shoulder Bag 20 women's handbag, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this piece embodies the iconic New York heritage and artisanal spirit that define Coach's legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Handbag from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the Tabby Shoulder Bag 20 represents more than a handbag — it's a statement in considered style. The premium leather craftsmanship and iconic hardware showcase Coach's commitment to artisanal excellence without compromise. Whether elevating everyday looks or special occasions, this handbag delivers the quality and character that those who appreciate considered craftsmanship and iconic New York design demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Handbag,"RudraScrapper-coach, accessories, coach, handbag, women, womens-handbags, womens-shoulderbags",TRUE,Title,Default Title,,,CY201,,shopify,100,deny,manual,52829.0,66036.0,,,,,,https://coach.scene7.com/is/image/Coach/cy201_b4bk_a0?$desktopProduct$,1,,,active,,women,42263.38
pleated-plaid-skirt-in-recycled-polyester-CDT55,Pleated Plaid Skirt In Recycled Polyester,"<p>Discover the iconic Coach Pleated Plaid Skirt In Recycled Polyester women's apparel, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this piece embodies the relaxed New York elegance and considered design that define Coach's ready-to-wear legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Apparel from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the Pleated Plaid Skirt In Recycled Polyester represents more than a apparel — it's a statement in considered style. The premium fabric quality and considered tailoring showcase Coach's commitment to artisanal excellence without compromise. Whether everyday styling, casual dressing, or completing a signature look, this apparel delivers the quality and character that those who bring Coach's New York aesthetic to every outfit demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Apparel,"RudraScrapper-coach, apparel, coach, women, womens-apparel, womens-topsandsportsbra",TRUE,Title,Default Title,,,CDT55,,shopify,100,deny,manual,15921.0,19901.0,,,,,,https://coach.scene7.com/is/image/Coach/cdt55_tam_a0?$desktopProduct$,1,,,active,,women,12736.9
cherry-bag-charm-77840,Cherry Bag Charm,"<p>Discover the iconic Coach Cherry Bag Charm women's handbag, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this piece embodies the iconic New York heritage and artisanal spirit that define Coach's legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Handbag from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the Cherry Bag Charm represents more than a handbag — it's a statement in considered style. The premium leather craftsmanship and iconic hardware showcase Coach's commitment to artisanal excellence without compromise. Whether elevating everyday looks or special occasions, this handbag delivers the quality and character that those who appreciate considered craftsmanship and iconic New York design demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Handbag,"RudraScrapper-coach, accessories, coach, handbag, women, womens-handbags, womens-shoulderbags",TRUE,Title,Default Title,,,77840,,shopify,100,deny,manual,15250.0,19062.0,,,,,,https://coach.scene7.com/is/image/Coach/77840_lhp1y_a0?$desktopProduct$,1,,,active,,women,12200.06
signature-pav-coin-pendant-necklace-CFF39,Signature Pavé Coin Pendant Necklace,"<p>Discover the iconic Coach Signature Pavé Coin Pendant Necklace jewelry, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this piece embodies the iconic New York heritage and artisanal spirit that define Coach's legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Jewelry from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the Signature Pavé Coin Pendant Necklace represents more than a jewelry — it's a statement in considered style. The premium leather craftsmanship and iconic hardware showcase Coach's commitment to artisanal excellence without compromise. Whether elevating any outfit, gifting, or adding a signature finishing touch, this jewelry delivers the quality and character that those who celebrate considered accessorising demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Jewelry,"RudraScrapper-coach, accessories, coach, jewelry, men, mens-accessories, mens-jewellery, unisex, women, womens-accessories, womens-jewellery",TRUE,Title,Default Title,,,CFF39,,shopify,100,deny,manual,15250.0,19062.0,,,,,,https://coach.scene7.com/is/image/Coach/cff39_gld_a0?$desktopProduct$,1,,,active,,unisex,12200.06
coach-script-heart-pendant-necklace-CFF43,Coach Script Heart Pendant Necklace,"<p>Discover the iconic Coach Script Heart Pendant Necklace jewelry, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this piece embodies the iconic New York heritage and artisanal spirit that define Coach's legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Jewelry from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the Script Heart Pendant Necklace represents more than a jewelry — it's a statement in considered style. The premium leather craftsmanship and iconic hardware showcase Coach's commitment to artisanal excellence without compromise. Whether elevating any outfit, gifting, or adding a signature finishing touch, this jewelry delivers the quality and character that those who celebrate considered accessorising demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Jewelry,"RudraScrapper-coach, accessories, coach, jewelry, men, mens-accessories, mens-jewellery, unisex, women, womens-accessories, womens-jewellery",TRUE,Title,Default Title,,,CFF43,,shopify,100,deny,manual,13908.0,17385.0,,,,,,https://coach.scene7.com/is/image/Coach/cff43_gdmc_a0?$desktopProduct$,1,,,active,,unisex,11126.36
restored-whitley-mary-jane-CFM49,Restored Whitley Mary Jane,"<p>Discover the iconic Coach Restored Whitley Mary Jane women's handbag, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this piece embodies the iconic New York heritage and artisanal spirit that define Coach's legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Handbag from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the Restored Whitley Mary Jane represents more than a handbag — it's a statement in considered style. The premium leather craftsmanship and iconic hardware showcase Coach's commitment to artisanal excellence without compromise. Whether elevating everyday looks or special occasions, this handbag delivers the quality and character that those who appreciate considered craftsmanship and iconic New York design demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Handbag,"RudraScrapper-coach, accessories, coach, handbag, women, womens-handbags, womens-shoulderbags",TRUE,Title,Default Title,,,CFM49,,shopify,100,deny,manual,19276.0,24095.0,,,,,,https://coach.scene7.com/is/image/Coach/cfm49_eqo_a0?$desktopProduct$,1,,,active,,women,15421.12
ashton-mini-shoulder-bag-in-signature-leather-CEN11,Ashton Mini Shoulder Bag In Signature Leather,"<p>Discover the iconic Coach Ashton Mini Shoulder Bag In Signature Leather women's handbag, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this piece embodies the iconic New York heritage and artisanal spirit that define Coach's legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Handbag from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the Ashton Mini Shoulder Bag In Signature Leather represents more than a handbag — it's a statement in considered style. The premium leather craftsmanship and iconic hardware showcase Coach's commitment to artisanal excellence without compromise. Whether elevating everyday looks or special occasions, this handbag delivers the quality and character that those who appreciate considered craftsmanship and iconic New York design demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Handbag,"RudraScrapper-coach, accessories, coach, handbag, women, womens-handbags, womens-shoulderbags",TRUE,Title,Default Title,,,CEN11,,shopify,100,deny,manual,17129.0,21411.0,,,,,,https://coach.scene7.com/is/image/Coach/cen11_ims9w_a0?$desktopProduct$,1,,,active,,women,13703.22
rexy-10th-birthday-tabby-shoulder-bag-26-with-charms-CEG40,Rexy 10th Birthday Tabby Shoulder Bag 26 With Charms,"<p>Discover the iconic Coach Rexy 10th Birthday Tabby Shoulder Bag 26 With Charms women's handbag, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this piece embodies the iconic New York heritage and artisanal spirit that define Coach's legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Handbag from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the Rexy 10th Birthday Tabby Shoulder Bag 26 With Charms represents more than a handbag — it's a statement in considered style. The premium leather craftsmanship and iconic hardware showcase Coach's commitment to artisanal excellence without compromise. Whether elevating everyday looks or special occasions, this handbag delivers the quality and character that those who appreciate considered craftsmanship and iconic New York design demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Handbag,"RudraScrapper-coach, accessories, coach, handbag, women, womens-handbags, womens-shoulderbags",TRUE,Title,Default Title,,,CEG40,,shopify,100,deny,manual,136040.0,170050.0,,,,,,https://coach.scene7.com/is/image/Coach/ceg40_b4bk_a0?$desktopProduct$,1,,,active,,women,108832.15
restored-plaid-pleated-shirt-dress-CAB69,Restored Plaid Pleated Shirt Dress,"<p>Discover the iconic Coach Restored Plaid Pleated Shirt Dress, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this piece embodies the relaxed New York elegance and considered design that define Coach's ready-to-wear legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Shirt from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the Restored Plaid Pleated Shirt Dress represents more than a shirt — it's a statement in considered style. The premium fabric quality and considered tailoring showcase Coach's commitment to artisanal excellence without compromise. Whether elevating everyday looks or special occasions, this shirt delivers the quality and character that those who appreciate considered craftsmanship and iconic New York design demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Shirt,"RudraScrapper-coach, apparel, coach, shirt, women, womens-apparel, womens-topsandsportsbra",TRUE,Title,Default Title,,,CAB69,,shopify,100,deny,manual,42092.0,52615.0,,,,,,https://coach.scene7.com/is/image/Coach/cab69_blk_a0?$desktopProduct$,1,,,active,,women,33673.85
